# Sample flow file,,,,,,,
# Scenario B flow,,,,,,,
# To be processed using flow stress calculator (FlowStress_main.py),,,,,,,
# Robert Morden University of Melbourne February 2024,,,,,,,
,year,month,C1,C2,C3,C4,C5
1980-06-01,1980,6,100,331.1411,923.7731,2165.2054,3.019
1980-07-01,1980,7,100,333.7874,1106.3547,2792.2205,11.922
1980-08-01,1980,8,130.7538,461.5992,1621.8779,3886.4338,53.4665
1980-09-01,1980,9,100,467.203,1256.8516,3746.1381,43.8398
1980-10-01,1980,10,385.6211,876.5869,3526.9669,12975.4146,400.7108
1980-11-01,1980,11,77.3244,199.9833,706.9215,2098.823,3.2448
1980-12-01,1980,12,36.938,194.6092,323.1917,1552.1543,1.0442
1981-01-01,1981,1,26.722,210.5001,227.2851,2377.7523,0.2702
1981-02-01,1981,2,4.9277,155.1494,56.1828,682.7706,0.0047
1981-03-01,1981,3,15.3414,172.9931,77.5172,821.2299,0.1031
1981-04-01,1981,4,3.6704,160.2731,27.1844,321.8836,0.0139
1981-05-01,1981,5,100,290.8526,696.5362,3292.3003,19.465
1981-06-01,1981,6,288.9263,692.1753,2726.5749,9256.9756,46.0969
1981-07-01,1981,7,351.0348,1320.6048,4714.02,16136.4305,213.5357
1981-08-01,1981,8,1138.6564,5574.5748,15325.1838,37552.5358,3718.6863
1981-09-01,1981,9,103.5426,253.695,2679.2941,5484.7735,19.8553
1981-10-01,1981,10,352.3906,1633.4626,4991.7638,16017.8305,302.4818
1981-11-01,1981,11,211.9263,407.6129,1957.3705,4739.3245,81.6433
1981-12-01,1981,12,38.23,175.5578,454.9415,1193.1464,0.5057
1982-01-01,1982,1,32.2868,180.1786,210.2203,697.3775,0.0593
1982-02-01,1982,2,4.7457,152.8224,53.2543,266.3567,0.0003
1982-03-01,1982,3,44.7689,222.052,305.9219,879.7726,0.307
1982-04-01,1982,4,16.0538,174.7723,105.1666,467.3656,0.079
1982-05-01,1982,5,41.5669,229.1944,365.9751,1504.3138,0.9875
1982-06-01,1982,6,47.5585,189.5145,227.6156,769.2263,0.6481
1982-07-01,1982,7,17.9416,177.0599,135.3889,482.3231,0.0365
1982-08-01,1982,8,4.7565,165.5516,44.1132,269.8862,0.0009
1982-09-01,1982,9,38.1624,243.1542,356.91,1616.2467,1.6806
1982-10-01,1982,10,16.8433,169.7389,106.3326,610.9157,0.0399
1982-11-01,1982,11,4.9057,151.8537,33.376,278.3392,0.0003
1982-12-01,1982,12,27.192,184.1996,137.8749,684.097,0.0176
1983-01-01,1983,1,3.6315,152.9676,24.3546,266.9582,0.0075
1983-02-01,1983,2,0.8183,137.1564,6.816,170.2744,0
1983-03-01,1983,3,115.2317,288.6706,815.0746,2129.2318,2.025
1983-04-01,1983,4,52.2491,184.4961,334.3841,1037.0059,0.3138
1983-05-01,1983,5,291.2087,767.818,2864.8392,7115.2164,147.466
1983-06-01,1983,6,100,622.8802,1887.2662,5647.4885,182.1288
1983-07-01,1983,7,259.693,2553.5713,5878.8949,17703.4751,578.2609
1983-08-01,1983,8,277.9171,2134.1369,7212.6637,19028.0443,3100.4787
1983-09-01,1983,9,244.4423,2146.7902,7166.6167,21909.5502,6143.014
1983-10-01,1983,10,269.2536,1883.1754,5256.8021,20895.8684,2006.9349
1983-11-01,1983,11,380.6472,1156.3074,3463.3947,11839.3459,48.7815
1983-12-01,1983,12,52.165,164.7456,680.0294,1690.1206,0.2418
1984-01-01,1984,1,56.7469,186.036,345.4819,1270.1765,1.173
1984-02-01,1984,2,8.1215,145.3463,85.2435,370.5088,0.0062
1984-03-01,1984,3,130.8696,283.0769,762.3014,2107.2844,9.0339
1984-04-01,1984,4,52.1233,194.6617,361.3259,1435.6477,3.35
1984-05-01,1984,5,11.6275,164.0548,100,603.3458,0.1393
1984-06-01,1984,6,8.1418,159.4063,57.3518,467.2385,0.035
1984-07-01,1984,7,31.4416,193.1557,251.7369,1671.1586,10.2355
1984-08-01,1984,8,207.097,553.1758,1764.6468,6889.6987,167.1783
1984-09-01,1984,9,421.0138,1869.6691,5067.8119,21989.0391,1148.6853
1984-10-01,1984,10,89.415,285.6258,1144.3956,3633.9784,7.8094
1984-11-01,1984,11,62.3768,196.4889,515.428,1411.2521,0.7398
1984-12-01,1984,12,17.6308,160.7249,168.0132,733.1184,0.6394
1985-01-01,1985,1,5.0398,152.187,55.2957,332.2893,0.0037
1985-02-01,1985,2,1.0649,135.4285,16.0266,184.0048,0.0001
1985-03-01,1985,3,9.6998,176.7367,106.3714,774.3549,0.3806
1985-04-01,1985,4,32.7961,215.3027,496.0486,1966.7992,59.3718
1985-05-01,1985,5,28.2006,172.298,206.6896,975.0781,2.5115
1985-06-01,1985,6,66.1054,287.3455,613.0642,2822.4618,48.0598
1985-07-01,1985,7,100,627.2476,1437.4764,5792.2586,445.9008
1985-08-01,1985,8,211.9993,1166.7009,2369.4544,10300.1346,1573.87
1985-09-01,1985,9,92.756,529.9081,1152.4041,4354.8411,14.3677
1985-10-01,1985,10,155.8245,704.6269,1636.2803,7988.0252,44.4538
1985-11-01,1985,11,89.4678,241.8076,642.6335,3528.5366,23.9137
1985-12-01,1985,12,577.0507,1840.8187,3876.4728,29666.9753,2994.1262
1986-01-01,1986,1,69.3671,150.7343,573.3846,2931.5465,6.4502
1986-02-01,1986,2,18.1057,134.7383,176.1767,904.6893,0.0029
1986-03-01,1986,3,5.591,143.892,66.6188,374.9273,0
1986-04-01,1986,4,100,211.0469,571.7144,1674.262,13.0684
1986-05-01,1986,5,100,433.1082,1200.3984,4031.3888,64.1796
1986-06-01,1986,6,68.7211,322.7981,828.0768,2743.5465,52.9989
1986-07-01,1986,7,272.9068,1177.8518,3467.277,9574.2998,1342.0701
1986-08-01,1986,8,100,617.6034,1704.5978,5642.0627,393.3783
1986-09-01,1986,9,100,752.5322,2013.0658,8194.9349,796.0832
1986-10-01,1986,10,601.7716,2349.6613,5933.5345,21130.2751,7872.2514
1986-11-01,1986,11,77.1518,156.6566,919.7176,2408.6961,22.9065
1986-12-01,1986,12,252.1928,408.0378,1367.991,5109.7615,82.6831
1987-01-01,1987,1,100,210.471,694.6815,2547.1995,15.4893
1987-02-01,1987,2,44.1686,164.7724,298.3627,1632.3105,8.2597
1987-03-01,1987,3,32.2159,187.0145,209.0928,1537.3843,5.8631
1987-04-01,1987,4,12.0194,142.3632,74.1032,590.5206,0.3498
1987-05-01,1987,5,217.2927,665.4276,1742.0767,10902.0902,311.3384
1987-06-01,1987,6,103.8327,330.9985,1031.2617,8383.6113,455.6974
1987-07-01,1987,7,76.7521,344.1531,652.0194,5688.3732,1783.1052
1987-08-01,1987,8,62.8895,446.8467,953.218,7827.0591,942.2217
1987-09-01,1987,9,64.0288,355.8156,734.8311,4186.7366,143.4548
1987-10-01,1987,10,59.9018,225.0992,477.8043,2348.195,149.0391
1987-11-01,1987,11,55.3577,207.1207,366.989,1709.4467,5.9171
1987-12-01,1987,12,132.1425,353.5113,829.9454,5464.5292,41.8387
1988-01-01,1988,1,71.4985,189.1722,389.1174,2080.4892,7.0484
1988-02-01,1988,2,12.6265,121.0075,80.7893,493.4226,0.0368
1988-03-01,1988,3,9.459,141.7199,68.5977,639.9402,0.1454
1988-04-01,1988,4,2.2311,129.2854,20.896,305.4066,0.0035
1988-05-01,1988,5,226.5734,312.1759,1145.9539,3819.7753,28.4735
1988-06-01,1988,6,137.8835,376.0737,1250.6101,4933.4891,63.2097
1988-07-01,1988,7,100,558.3317,1500.2798,6253.85,108.4149
1988-08-01,1988,8,118.9782,930.2076,2854.9084,12521.3623,938.1829
1988-09-01,1988,9,143.3374,467.7837,1714.9635,4964.9521,45.6433
1988-10-01,1988,10,43.8229,158.3963,444.7579,1412.9219,2.5312
1988-11-01,1988,11,100,577.8947,909.1566,7991.7166,81.8922
1988-12-01,1988,12,200.9549,359.7836,913.1975,4516.9496,8.1153
1989-01-01,1989,1,36.5422,141.0463,229.2278,1429.1124,2.8635
1989-02-01,1989,2,9.6492,114.773,72.2924,409.119,0.0318
1989-03-01,1989,3,69.0796,171.2097,283.0748,1632.128,3.4952
1989-04-01,1989,4,310.8987,519.4914,1980.8163,9202.1014,57.1963
1989-05-01,1989,5,217.835,609,1941.2007,12105.1769,159.3683
1989-06-01,1989,6,138.633,926.6158,2029.6773,12038.6302,806.4803
1989-07-01,1989,7,149.0747,1938.5344,3431.1993,16411.9092,3604.8472
1989-08-01,1989,8,383.5124,3668.0591,7219.9355,22610.4271,4028.5991
1989-09-01,1989,9,268.752,1665.6193,4444.9289,13732.942,229.6504
1989-10-01,1989,10,506.2433,2299.6783,5245.5083,19308.408,2865.9547
1989-11-01,1989,11,84.4288,161.6524,969.8509,2401.5861,5.4212
1989-12-01,1989,12,27.7731,142.847,336.4196,888.9822,0.0763
1990-01-01,1990,1,6.1313,136.1976,100.8793,334.9306,0.0004
1990-02-01,1990,2,556.5305,813.0204,2912.1437,8513.6552,64.9406
1990-03-01,1990,3,78.2198,143.3882,453.0996,1478.8834,0.3805
1990-04-01,1990,4,73.7725,329.7215,561.5417,3264.1218,3.3688
1990-05-01,1990,5,13.1426,138.5925,104.7673,655.9502,0.0308
1990-06-01,1990,6,83.9762,280.1715,513.1537,2931.1905,10.5397
1990-07-01,1990,7,376.8761,1043.7581,2663.9178,10319.0845,60.7686
1990-08-01,1990,8,366.2161,1665.2231,3615.8199,16695.7767,264.496
1990-09-01,1990,9,100,594.687,1497.7629,6006.726,56.3577
1990-10-01,1990,10,112.835,879.4937,1709.3407,11379.0109,316.839
1990-11-01,1990,11,67.2253,206.886,549.1007,2111.7763,11.1227
1990-12-01,1990,12,15.6533,138.9221,149.9269,676.4898,0.113
1991-01-01,1991,1,86.3009,201.9008,387.051,1793.8002,83.3092
1991-02-01,1991,2,9.2541,120.9448,59.0044,389.5021,0.4256
1991-03-01,1991,3,4.0886,134.989,37.5932,349.2565,0.022
1991-04-01,1991,4,14.4397,139.9882,72.4591,420.8458,0.1118
1991-05-01,1991,5,3.6175,135.3931,27.7243,245.037,0.0062
1991-06-01,1991,6,399.8037,830.8904,2880.3464,9454.2502,417.7731
1991-07-01,1991,7,100,401.7648,1073.0521,4081.547,20.411
1991-08-01,1991,8,390.9546,2151.5524,4734.71,17720.1117,1649.7367
1991-09-01,1991,9,319.8806,2148.5087,4669.6206,18854.5574,3774.48
1991-10-01,1991,10,53.1546,161.2377,838.4156,2611.3194,10.5511
1991-11-01,1991,11,31.9629,140.3114,353.3278,1067.2543,0.8872
1991-12-01,1991,12,332.411,519.8552,1481.6315,5112.2856,6.1908
1992-01-01,1992,1,79.4076,222.8947,336.6478,1206.4697,0.0362
1992-02-01,1992,2,14.4281,120.2634,82.7893,375.108,0.0093
1992-03-01,1992,3,17.0924,141.9798,112.5413,574.5599,0.2289
1992-04-01,1992,4,31.534,145.0381,222.6854,1079.4162,9.1584
1992-05-01,1992,5,100,241.3682,631.0302,2304.2823,8.7051
1992-06-01,1992,6,108.9924,498.6511,1368.2922,7535.4017,119.8427
1992-07-01,1992,7,71.96,320.6735,789.1546,5050.9843,52.2463
1992-08-01,1992,8,264.2603,1717.0129,3646.9866,18076.7524,2023.5706
1992-09-01,1992,9,923.182,3966.3347,10500.3909,32176.7856,8193.2732
1992-10-01,1992,10,471.7485,2124.7214,6501.2883,21928.4846,3829.8192
1992-11-01,1992,11,270.3491,1306.2105,3689.529,14670.2021,163.6206
1992-12-01,1992,12,289.4764,994.6984,3044.3456,21554.7421,8279.9269
1993-01-01,1993,1,342.0933,477.173,1872.4304,9416.1953,677.4351
1993-02-01,1993,2,61.5156,199.1719,438.5319,2509.5184,10.5693
1993-03-01,1993,3,29.2346,148.1541,173.1344,786.4196,0.0718
1993-04-01,1993,4,6.4061,137.6094,52.1114,334.8187,0.0015
1993-05-01,1993,5,22.1336,152.178,101.0565,472.9802,0.2965
1993-06-01,1993,6,83.8053,274.4148,540.7243,3028.6018,14.4804
1993-07-01,1993,7,130.8004,352.4773,960.8822,5916.6925,134.3949
1993-08-01,1993,8,100,376.4146,1081.1055,7867.8806,179.7998
1993-09-01,1993,9,1042.3196,3028.1988,7488.3425,28981.4356,6508.4012
1993-10-01,1993,10,267.0701,1006.9511,3205.5395,17027.3857,3618.7854
1993-11-01,1993,11,100,267.6221,1027.9361,3702.0768,29.235
1993-12-01,1993,12,457.4934,795.1554,2313.3885,10894.2531,102.7155
1994-01-01,1994,1,68.5539,165.5742,445.2767,1789.3798,1.0482
1994-02-01,1994,2,153.0601,412.3903,952.606,4473.2509,49.8273
1994-03-01,1994,3,24.1862,139.9916,161.0046,843.3303,0.279
1994-04-01,1994,4,12.9318,143.5576,87.0476,645.4093,0.1176
1994-05-01,1994,5,28.0065,170.3064,174.5273,1543.0247,1.8536
1994-06-01,1994,6,100,311.6634,775.3611,4931.7338,26.3722
1994-07-01,1994,7,25.2587,157.9337,235.9186,1978.9389,4.3417
1994-08-01,1994,8,24.0977,208.6803,238.3489,2624.5421,23.8891
1994-09-01,1994,9,80.3962,369.3449,663.3665,6655.6619,37.1942
1994-10-01,1994,10,39.9421,199.5038,345.6602,2654.7025,21.4215
1994-11-01,1994,11,28.1926,197.7749,252.6862,4064.6423,22.5214
1994-12-01,1994,12,4.0327,129.03,51.3259,681.3471,0.2116
1995-01-01,1995,1,27.7794,149.8847,175.6571,1088.5528,3.6064
1995-02-01,1995,2,6.6126,118.9558,50.3736,337.0859,0.0256
1995-03-01,1995,3,23.0855,143.688,179.0352,1064.7765,2.2887
1995-04-01,1995,4,261.8449,664.2743,1893.6021,7437.2715,47.6102
1995-05-01,1995,5,100,313.628,971.9461,5231.7491,69.291
1995-06-01,1995,6,155.8702,660.8736,1731.6199,9487.3568,760.3759
1995-07-01,1995,7,226.4688,2058.7309,3870.5539,16604.1939,4081.1446
1995-08-01,1995,8,86.534,697.4275,1716.3715,6154.9137,465.4067
1995-09-01,1995,9,41.5499,359.2933,847.3975,4051.219,76.1628
1995-10-01,1995,10,100,736.2415,1296.7773,8788.2702,91.9272
1995-11-01,1995,11,88.293,1268.8974,1577.2658,18290.1679,1481.6759
1995-12-01,1995,12,20.5079,162.046,338.1439,2687.8429,8.3268
1996-01-01,1996,1,25.2035,153.2989,191.6272,1045.8,0.4767
1996-02-01,1996,2,100,373.7126,631.3882,2602.6059,0.8373
1996-03-01,1996,3,53.4555,183.0154,248.7302,1077.6369,0.1923
1996-04-01,1996,4,45.1361,196.0383,269.1545,1480.5531,2.0581
1996-05-01,1996,5,10.1772,140.7228,69.3617,542.2745,0.0122
1996-06-01,1996,6,114.8153,421.4975,725.5924,3884.3166,8.4788
1996-07-01,1996,7,348.6509,1582.7787,3062.1534,17001.3551,394.1366
1996-08-01,1996,8,297.6956,2463.9497,3582.7594,18650.841,655.05
1996-09-01,1996,9,865.9237,4558.9974,8234.4166,28673.935,4802.2775
1996-10-01,1996,10,160.8752,493.5457,2097.9323,5333.528,31.9466
1996-11-01,1996,11,48.6995,145.9051,562.5243,1469.1024,0.6205
1996-12-01,1996,12,15.8193,139.5824,201.1282,628.4275,0.3257
1997-01-01,1997,1,25.3479,148.6925,160.9128,588.7038,0.5971
1997-02-01,1997,2,3.2069,122.5282,33.8199,212.6151,0.0032
1997-03-01,1997,3,2.9712,139.8126,31.5504,234.2937,0.0009
1997-04-01,1997,4,1.4756,131.4685,12.8135,170.0922,0.0002
1997-05-01,1997,5,93.3697,225.1095,528.7928,1239.0066,5.3714
1997-06-01,1997,6,27.3255,163.6653,240.6077,791.9885,0.4561
1997-07-01,1997,7,24.0776,169.1178,226.1416,615.651,0.1506
1997-08-01,1997,8,95.4472,272.8293,685.4228,1754.601,3.159
1997-09-01,1997,9,139.3832,413.3151,1440.7905,3364.7842,19.1079
1997-10-01,1997,10,51.2594,179.3522,400.2346,1451.4236,0.9323
1997-11-01,1997,11,88.3022,273.6324,690.3126,2760.6814,18.2153
1997-12-01,1997,12,11.0499,124.8238,112.9248,542.6864,0.096
1998-01-01,1998,1,13.8412,128.9595,81.3786,434.7505,0.1821
1998-02-01,1998,2,16.3395,122.0404,97.9069,423.023,0.0484
1998-03-01,1998,3,2.9131,122.584,21.8798,194.4027,0.0003
1998-04-01,1998,4,59.7371,157.2914,328.0909,1158.255,3.5229
1998-05-01,1998,5,24.9678,142.6053,168.4636,595.4617,0.1369
1998-06-01,1998,6,99.5337,278.5195,757.0331,2086.6295,2.9386
1998-07-01,1998,7,113.4778,386.8207,1422.6764,3506.4444,13.4251
1998-08-01,1998,8,31.9144,146.9799,370.8313,1304.5146,1.1864
1998-09-01,1998,9,84.1403,251.8236,663.5829,1913.9648,2.192
1998-10-01,1998,10,108.7414,404.0168,1108.57,3536.3988,3.7297
1998-11-01,1998,11,98.9819,318.737,844.5362,3158.8246,1.571
1998-12-01,1998,12,43.0366,144.7396,276.7032,1141.8617,0.0208
1999-01-01,1999,1,16.3749,130.8753,158.1214,831.5081,0.0867
1999-02-01,1999,2,57.5275,196.8018,482.3562,2068.5391,2.2581
1999-03-01,1999,3,30.812,139.8951,217.7452,1168.3625,0.1459
1999-04-01,1999,4,5.6318,110.747,50.3088,354.126,0.0012
1999-05-01,1999,5,56.8012,155.7266,300.2479,1323.8512,1.6236
1999-06-01,1999,6,77.8805,179.1106,456.1671,1999.04,1.5569
1999-07-01,1999,7,19.7193,127.5996,164.9339,1171.6518,0.2001
1999-08-01,1999,8,116.0211,436.6667,1337.8896,6094.2699,5.8058
1999-09-01,1999,9,49.5513,169.3445,434.8486,2023.5512,0.1333
1999-10-01,1999,10,44.4956,176.1312,364.513,1608.0235,1.42
1999-11-01,1999,11,24.0612,118.7653,158.3045,675.3815,0.2013
1999-12-01,1999,12,100,321.6573,772.848,3542.0097,6.5716
2000-01-01,2000,1,16.3943,129.114,159.6775,868.4312,0.0358
2000-02-01,2000,2,6.9763,100,56.0077,292.1149,0.0016
2000-03-01,2000,3,1.7054,103.9818,18.6394,167.6432,0
2000-04-01,2000,4,51.0914,137.2313,311.895,966.4292,0.2842
2000-05-01,2000,5,100,346.0695,809.6579,2837.1031,0.792
2000-06-01,2000,6,44.9996,141.9904,297.073,841.8079,0.0043
2000-07-01,2000,7,100,277.4859,859.3984,2218.9452,0.3885
2000-08-01,2000,8,56.1833,224.8872,563.803,1680.7288,1.5114
2000-09-01,2000,9,215.058,1012.1665,2878.3572,8446.5491,59.1662
2000-10-01,2000,10,343.5409,1966.3979,4032.8334,18496.2418,60.8172
2000-11-01,2000,11,100,149.0518,897.7403,2537.8212,0.8407
2000-12-01,2000,12,27.9076,107.3637,281.8749,844.7929,0.0253
2001-01-01,2001,1,10.1145,103.9622,100,344.7983,0.0007
2001-02-01,2001,2,2.7171,98.0124,36.1782,208.3987,0.073
2001-03-01,2001,3,96.4595,147.9432,368.8437,917.0007,0.6215
2001-04-01,2001,4,90.4669,686.8833,1641.491,12089.2972,298.5935
2001-05-01,2001,5,13.9412,107.0439,257.866,2016.6588,1.6334
2001-06-01,2001,6,62.9868,189.2875,504.1801,3042.5785,61.012
2001-07-01,2001,7,11.2275,110.2251,111.9319,849.8083,1.0789
2001-08-01,2001,8,181.5672,1237.6671,2719.5291,13805.835,505.3657
2001-09-01,2001,9,88.8414,276.5735,948.7286,3664.0096,62.4816
2001-10-01,2001,10,233.2328,1266.0191,2846.1313,13703.8922,454.0871
2001-11-01,2001,11,117.7446,620.4894,1340.6684,8520.0814,71.5563
2001-12-01,2001,12,37.9423,170.42,455.5339,2434.5602,9.7171
2002-01-01,2002,1,11.9398,102.6531,125.0858,620.1869,0.0656
2002-02-01,2002,2,54.5316,124.502,346.8454,1209.1599,18.38
2002-03-01,2002,3,7.2944,100.2117,64.1691,313.3208,0.1029
2002-04-01,2002,4,15.6843,109.1182,82.1683,472.3235,0.0524
2002-05-01,2002,5,32.53,128.3923,188.9036,756.1966,0.4772
2002-06-01,2002,6,77.2465,202.8762,480.9582,2757.0133,7.1057
2002-07-01,2002,7,50.1675,267.1693,757.23,5048.278,31.1375
2002-08-01,2002,8,41.8861,248.712,575.1618,3588.1507,8.9655
2002-09-01,2002,9,69.7688,278.9011,789.3933,4939.5682,17.3834
2002-10-01,2002,10,22.8075,130.0879,242.2499,1275.5838,1.3472
2002-11-01,2002,11,8.1315,100,92.0323,629.3427,1.6779
2002-12-01,2002,12,7.7332,100,48.0016,283.4398,0.0121
2003-01-01,2003,1,4.3023,99.0689,25.7515,223.5247,0.035
2003-02-01,2003,2,3.8481,94.4822,41.5414,260.379,0.0134
2003-03-01,2003,3,8.8215,100,52.4226,280.4775,0.0058
2003-04-01,2003,4,40.6191,192.1209,316.8498,1048.5771,0.337
2003-05-01,2003,5,15.9366,102.7083,100,326.7496,0.0316
2003-06-01,2003,6,53.4929,186.6126,408.0375,1168.4196,1.3724
2003-07-01,2003,7,100,449.4725,1156.1907,3847.769,21.4457
2003-08-01,2003,8,189.8296,982.3694,2582.8811,6468.0678,111.8244
2003-09-01,2003,9,96.9795,604.7874,1683.6652,5789.914,236.2783
2003-10-01,2003,10,179.0797,1280.2235,3012.9852,16693.879,1889.9439
2003-11-01,2003,11,41.6086,137.2114,624.5698,2477.3232,5.0343
2003-12-01,2003,12,15.3674,100,205.0491,766.8121,0.0409
2004-01-01,2004,1,16.6865,100.6032,119.1763,521.108,0.169
2004-02-01,2004,2,2.6051,88.2462,38.1022,246.9128,0.0126
2004-03-01,2004,3,8.2353,100,73.4353,384.5249,0.1193
2004-04-01,2004,4,9.5825,98.1068,62.283,291.5062,0.0337
2004-05-01,2004,5,35.2674,116.1207,199.5444,702.63,0.3656
2004-06-01,2004,6,280.9381,673.7675,2384.4589,5354.3643,20.8366
2004-07-01,2004,7,100,534.2071,1848.5559,5001.7883,10.0993
2004-08-01,2004,8,218.2813,1429.8379,3479.5537,8517.8999,18.482
2004-09-01,2004,9,129.9175,1013.5534,3006.1532,9585.704,28.6677
2004-10-01,2004,10,56.4053,171.5728,778.0537,2093.8515,1.3668
2004-11-01,2004,11,100,343.1633,983.9019,3040.5936,8.4657
2004-12-01,2004,12,211.4899,576.6825,1816.6389,7212.7972,19.7905
2005-01-01,2005,1,37.9875,100,310.2324,1109.5781,0.1263
2005-02-01,2005,2,269.0423,855.2832,2044.0594,12336.2244,27.2675
2005-03-01,2005,3,35.8769,96.3152,315.0273,1552.7214,0.1532
2005-04-01,2005,4,10.3233,93.8556,108.3856,586.1238,0.0075
2005-05-01,2005,5,5.7182,96.6494,58.1568,265.1304,0.0014
2005-06-01,2005,6,87.8838,180.1255,470.7114,1797.7685,1.1223
2005-07-01,2005,7,26.319,132.5338,256.3906,1516.6841,1.2019
2005-08-01,2005,8,100,662.0663,2006.0253,10628.3649,96.5575
2005-09-01,2005,9,100,267.903,965.4854,3773.214,6.0134
2005-10-01,2005,10,100,308.1331,1373.3507,7428.1829,22.4052
2005-11-01,2005,11,54.7351,122.2468,428.7273,1738.3298,0.208
2005-12-01,2005,12,34.1659,100,177.6049,699.3919,0.0525
2006-01-01,2006,1,13.1245,95.7781,74.4406,405.2146,0.1557
2006-02-01,2006,2,5.4549,86.1388,64.6111,427.3272,0.0188
2006-03-01,2006,3,1.42,89.3393,15.6453,160.6525,0.0001
2006-04-01,2006,4,48.7092,152.2879,356.2138,1137.5821,1.7178
2006-05-01,2006,5,52.1915,245.2968,598.0852,1782.5575,1.7553
2006-06-01,2006,6,7.6639,87.5068,100,322.9326,0.0098
2006-07-01,2006,7,57.9877,267.5833,643.4639,2272.0856,2.0084
2006-08-01,2006,8,15.2624,112.8786,191.4806,978.7154,0.4441
2006-09-01,2006,9,12.4379,116.1877,165.6807,1055.0283,1.0347
2006-10-01,2006,10,1.9388,85.3318,35.6404,226.285,0.0055
2006-11-01,2006,11,3.2546,84.0054,28.3057,192.0742,0.0025
2006-12-01,2006,12,1.2385,83.8645,8.6947,111.4577,0.0001
2007-01-01,2007,1,100,145.0451,427.0432,690.0314,0.1759
2007-02-01,2007,2,12.4979,77.1746,68.2242,206.9588,0.0017
2007-03-01,2007,3,11.0682,84.2839,59.3958,175.4657,0.0053
2007-04-01,2007,4,5.0576,80.6983,33.9556,174.9178,0.0687
2007-05-01,2007,5,100,209.0508,657.2229,1361.6922,3.4615
2007-06-01,2007,6,56.5488,155.9519,384.2753,983.0445,2.7948
2007-07-01,2007,7,202.0759,1115.1657,3232.1522,7938.8556,143.5243
2007-08-01,2007,8,55.1274,249.262,833.3231,2038.3179,2.4848
2007-09-01,2007,9,69.9047,291.6947,791.4026,1726.1469,3.8603
2007-10-01,2007,10,13.7598,94.6512,197.2165,512.1857,0.07
2007-11-01,2007,11,131.0094,329.697,1134.0218,4428.6011,57.1324
2007-12-01,2007,12,88.6048,194.5342,567.6308,1828.5271,6.9245
2008-01-01,2008,1,14.0209,80.8627,116.8087,440.0662,0.0361
2008-02-01,2008,2,10.7479,84.3911,96.6426,509.439,0.0181
2008-03-01,2008,3,4.839,80.3443,37.5029,213.6506,0.0042
2008-04-01,2008,4,1.5126,75.8689,14.8778,120.5244,0.0028
2008-05-01,2008,5,45.6498,128.2082,299.9492,951.8186,1.2153
2008-06-01,2008,6,31.0599,100.6745,231.3364,651.7596,0.1453
2008-07-01,2008,7,100,229.1015,938.3978,2101.6838,2.925
2008-08-01,2008,8,146.3963,563.3984,2070.1097,4744.8852,6.6637
2008-09-01,2008,9,40.326,104.8937,480.6751,1166.3814,0.9394
2008-10-01,2008,10,9.2255,76.4013,128.3402,321.2946,0.0054
2008-11-01,2008,11,37.6147,90.5502,193.226,536.6419,0.1192
2008-12-01,2008,12,100,271.549,833.4714,2552.0701,6.6215
2009-01-01,2009,1,15.1686,74.2751,116.5508,417.5635,0.0338
2009-02-01,2009,2,3.8225,67.1489,36.735,155.1892,0
2009-03-01,2009,3,24.0371,82.3743,82.7168,244.8403,0.0109
2009-04-01,2009,4,16.1731,83.6842,103.4004,404.1686,0.0846
2009-05-01,2009,5,6.4621,75.5078,46.4336,154.6313,0.0013
2009-06-01,2009,6,39.3108,90.0961,221.1985,391.4293,0.308
2009-07-01,2009,7,100,232.7591,783.1467,1566.7533,4.0357
2009-08-01,2009,8,100,513.4731,1505.0799,3651.6062,33.3956
2009-09-01,2009,9,216.4827,794.3686,2455.6093,5591.6332,49.1403
2009-10-01,2009,10,47.3414,117.6604,566.6546,1486.3601,0.8517
2009-11-01,2009,11,209.9044,396.0464,1381.4028,4218.0768,25.6909
2009-12-01,2009,12,40.6461,82.2244,276.3174,959.7525,0.53
2010-01-01,2010,1,11.1733,71.9191,86.4535,320.7083,0.0134
2010-02-01,2010,2,11.8699,65.8618,46.44,232.093,0.119
2010-03-01,2010,3,123.1605,113.2376,472.0961,1368.2712,9.0899
2010-04-01,2010,4,52.9966,108.7223,333.677,1321.1775,5.5972
2010-05-01,2010,5,34.5473,136.6395,295.3935,1484.474,1.9799
2010-06-01,2010,6,64.4374,148.5378,340.7148,1424.9319,12.7226
2010-07-01,2010,7,53.6755,94.5095,235.8822,919.7445,5.1878
2010-08-01,2010,8,1099.3029,2235.3493,7386.9663,19384.8252,1694.8317
2010-09-01,2010,9,703.2829,1740.2654,5658.6695,15839.9208,1032.0632
2010-10-01,2010,10,493.2533,2052.426,6063.5211,21700.8617,4735.5313
2010-11-01,2010,11,600.8558,1407.9032,3890.9247,13761.6679,199.0781
2010-12-01,2010,12,194.7039,454.8494,1562.0371,3774.3703,4.9985
2011-01-01,2011,1,1537.2392,1822.5339,6474.4334,24272.7132,3563.9097
2011-02-01,2011,2,660.8861,617.6973,2345.7183,11486.4655,33.3948
2011-03-01,2011,3,100,109.6332,570.3454,1941.944,1.3386
2011-04-01,2011,4,65.4498,184.687,373.6825,2139.2788,5.9596
2011-05-01,2011,5,101.5856,473.9336,702.7708,5256.3321,20.9
